PUID_SIX,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,COURSE_IDENTIFICATION,COURSE_REFERENCE_NUMBER,Prior_Term_GPA_Term,Prior_Term_GPA_Term_Desc,Prior_Term_GPA_Term_Level,GPA
268937,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.34705882
268995,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,2.71428571
269015,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.96
269044,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.17058824
269215,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.81333333
269216,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,0.72727273
269255,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.35
269346,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.66666667
269380,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.25625
269424,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.78571429
269686,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
269761,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.42666667
269774,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.26666667
269822,202210,Fall 2021,PHYS17200,21307,,,,
269936,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.96
269960,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.92307692
270063,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.76923077
270299,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,2.23125
270309,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.6
270640,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.26
270657,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.64285714
270657,202210,Fall 2021,PHYS17200,21307,202120,Spring 2021,Undergraduate,0.77333333
270695,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.45
270839,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,0
270852,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.54545455
270872,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.41538462
271061,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,0.4
271440,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.26
272067,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.62222222
272579,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.54285714
272591,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.31666667
272617,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.63076923
272636,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.92941177
272663,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.66875
272686,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.11538462
273065,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,4
273316,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.52142857
273316,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,3.46666667
273349,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.72727273
273373,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.56111111
273386,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,2.21333333
273461,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.55333333
273503,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.46153846
273526,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.46
273531,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,3.15714286
273667,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.9
275200,202210,Fall 2021,PHYS17200,37253,,,,
275215,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.3
275235,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.15
275538,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3
275621,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.75714286
275653,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.3
276188,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,4
276203,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.16428571
276219,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.46428571
276648,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.48461539
276664,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,1.52857143
277690,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.86666667
277843,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.78571429
277937,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,0.52
277969,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.95714286
280052,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.89411765
280102,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,4
280117,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.94
280125,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.1875
280125,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,1.65
280131,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.51875
280141,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.65294118
280296,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.48
280299,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.46666667
280307,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,2.95714286
280315,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.04375
280347,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,1.56363636
280359,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,4
280390,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.91666667
280758,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.7
280761,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
280888,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.5
280889,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.37142857
280891,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,4
280946,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.13571429
280946,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.56428571
280960,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.08125
280973,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.3
282006,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2
282010,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.93076923
282067,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
282118,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.61538462
282565,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.71428571
282717,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.85
282720,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,4
282740,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.51428571
282779,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.2
282813,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
282858,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.18
282863,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
282874,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,4
282881,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.3
283055,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.36428571
283080,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.37692308
283130,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.31428571
283210,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.41538462
283246,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.95714286
283347,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.74285714
283354,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,4
283365,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.63
283421,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.32857143
283442,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.8125
283492,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.65882353
283558,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.87647059
283578,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.85333333
283580,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.76923077
283612,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,2.33333333
283638,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,1.15
283680,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.32142857
283835,202210,Fall 2021,PHYS17200,26930,202110,Fall 2020,Undergraduate,2.04375
283866,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.87647059
284016,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.46875
284039,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.84444444
284176,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.825
284413,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
284422,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.89090909
284435,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,3.30769231
284436,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.94705882
284448,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.96470588
284516,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.62142857
284549,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.32222222
284580,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,4
284597,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,4
284614,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.91428571
284624,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,1.71666667
284656,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.67142857
284710,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,2.69230769
284726,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.36153846
284737,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.8
284784,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.53571429
284847,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.77058824
284880,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.8
284940,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,1.6
284958,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.59333333
284968,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,2.68181818
284976,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.94375
285006,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,4
285035,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.52941177
285039,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.07777778
285043,202210,Fall 2021,PHYS17200,37254,,,,
285155,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.13333333
285240,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.40588235
286748,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.47142857
287258,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.66666667
287267,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
287723,202210,Fall 2021,PHYS17200,26930,202110,Fall 2020,Undergraduate,4
287791,202120,Spring 2021,PHYS22000,26670,,,Undergraduate,2.7
287792,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,4
287827,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,1.925
287837,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.71428571
287843,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.32727273
287902,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.66666667
288064,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.51428571
288162,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.5
288220,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.76428571
288245,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,4
288249,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.47222222
288317,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,2.86923077
288644,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.66
288670,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,4
288706,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.52666667
288721,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.7
288729,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,4
288797,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,0.9
288807,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.43333333
289020,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,4
289147,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.31
289158,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.66666667
289615,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.31428571
289905,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.96111111
289905,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,2.33333333
289932,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,1.58
289932,202210,Fall 2021,PHYS17200,21307,202120,Spring 2021,Undergraduate,3.14
290214,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
290249,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,4
290306,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.71428571
290322,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,2.26666667
290451,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.26428571
290502,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.36666667
290507,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,2.66666667
290510,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.55714286
290517,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.35
290595,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.23333333
290602,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.55
290752,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.66
290816,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.92941177
290835,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.95714286
291149,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3
291192,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.15
291209,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.73684211
291222,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.95714286
291254,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.25714286
291265,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.72
291307,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.86666667
291356,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,4
291431,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.8625
291435,202210,Fall 2021,PHYS22000,27017,,,,
291458,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.43333333
291652,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.01764706
291708,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,4
291732,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.8125
291907,202120,Spring 2021,PHYS22000,26670,,,Undergraduate,2.46875
291929,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.48461539
291934,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.1875
291984,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.87142857
292053,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.69230769
292117,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.07142857
292119,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.63846154
292152,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.22727273
292164,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.57333333
292182,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.30625
292323,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.85384615
292366,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,2.58
292370,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.22666667
292433,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.9625
292462,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,2.92352941
292543,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,4
292621,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.96
292677,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.55
292747,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.73076923
292759,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.62
292779,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,4
292823,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.85
292896,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.71428571
293013,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,1.54
293018,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.12
293024,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.4
293026,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.55333333
293110,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.76153846
293170,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.52
293222,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,2.82222222
293291,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.42857143
293293,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.89230769
293307,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,4
293381,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,2
293394,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.76923077
293400,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.7
293416,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.66666667
293425,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,4
293469,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.575
293538,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,1.13846154
293611,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,0
293614,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.91
293621,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
293627,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,4
293705,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.9
293718,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.60666667
293836,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.57142857
294124,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.925
294169,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.72222222
294199,202120,Spring 2021,PHYS22000,32657,202110,Fall 2020,Undergraduate,1.05
294231,202120,Spring 2021,PHYS22000,25707,,,Undergraduate,2.85384615
294306,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.9625
294361,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.94117647
294362,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
294383,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
294387,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.43571429
294420,202210,Fall 2021,PHYS17200,26930,202110,Fall 2020,Undergraduate,3.175
294442,202210,Fall 2021,PHYS17200,26979,202120,Spring 2021,Undergraduate,4
294442,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,4
294480,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
294486,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,2.09
294545,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.91428571
294586,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,4
294592,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.45454546
294776,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.95384615
294777,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.15
294808,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
294838,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
294847,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,2.36875
294919,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.74117647
294937,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.19090909
294956,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.275
294978,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.71111111
294978,202210,Fall 2021,PHYS17200,37254,202110,Fall 2020,Undergraduate,3.71111111
294985,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.16666667
295011,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.72142857
295022,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.8
295049,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.92142857
295071,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,2.29230769
295071,202210,Fall 2021,PHYS17200,21307,202120,Spring 2021,Undergraduate,2.7
295086,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
295130,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,2.1
295279,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.26875
295284,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,0.85714286
295306,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3
295311,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.39285714
295323,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.59375
295333,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.18
295365,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,3.90666667
295450,202210,Fall 2021,PHYS17200,37253,,,,
295485,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.11428571
295513,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.71538462
295516,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,4
295542,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.56875
295546,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,2.91538462
295571,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,2
295598,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.8
295635,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.56666667
295646,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.58571429
295651,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,2.93333333
295671,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,2.53636364
295695,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.46666667
295715,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.87647059
295849,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.86875
295856,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.52
